video_id,file_name,file_path,relative_path,parent_folder,category,binary_label,file_extension,file_size_mb,is_readable,fps,frame_count,width,height,duration_seconds,duration_minutes
Abuse044_x264,Abuse044_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse044_x264.mp4,Abuse,Abuse,1,.mp4,31.221,True,30.0,3940,320,240,131.333,2.189
Abuse045_x264,Abuse045_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse045_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse045_x264.mp4,Abuse,Abuse,1,.mp4,20.648,True,30.0,5085,320,240,169.5,2.825
Abuse046_x264,Abuse046_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse046_x264.mp4,Abuse,Abuse,1,.mp4,9.694,True,30.0,1159,320,240,38.633,0.644
Abuse047_x264,Abuse047_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse047_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse047_x264.mp4,Abuse,Abuse,1,.mp4,8.574,True,30.0,1563,320,240,52.1,0.868
Abuse048_x264,Abuse048_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse048_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse048_x264.mp4,Abuse,Abuse,1,.mp4,24.414,True,30.0,3416,320,240,113.867,1.898
Abuse049_x264,Abuse049_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse049_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse049_x264.mp4,Abuse,Abuse,1,.mp4,16.245,True,30.0,2137,320,240,71.233,1.187
Abuse050_x264,Abuse050_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse050_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Abuse\Abuse050_x264.mp4,Abuse,Abuse,1,.mp4,37.817,True,30.0,4862,320,240,162.067,2.701
Arrest001_x264,Arrest001_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest001_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest001_x264.mp4,Arrest,Arrest,1,.mp4,13.335,True,30.0,2374,320,240,79.133,1.319
Arrest002_x264,Arrest002_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest002_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest002_x264.mp4,Arrest,Arrest,1,.mp4,10.339,True,30.0,1790,320,240,59.667,0.994
Arrest003_x264,Arrest003_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest003_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest003_x264.mp4,Arrest,Arrest,1,.mp4,14.839,True,30.0,3054,320,240,101.8,1.697
Arrest004_x264,Arrest004_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest004_x264.mp4,Arrest,Arrest,1,.mp4,21.669,True,30.0,3603,320,240,120.1,2.002
Arrest005_x264,Arrest005_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest005_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest005_x264.mp4,Arrest,Arrest,1,.mp4,29.509,True,30.0,3685,320,240,122.833,2.047
Arrest006_x264,Arrest006_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest006_x264.mp4,Arrest,Arrest,1,.mp4,18.619,True,30.0,3090,320,240,103.0,1.717
Arrest007_x264,Arrest007_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest007_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest007_x264.mp4,Arrest,Arrest,1,.mp4,18.742,True,30.0,3144,320,240,104.8,1.747
Arrest008_x264,Arrest008_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest008_x264.mp4,Arrest,Arrest,1,.mp4,49.035,True,30.0,6388,320,240,212.933,3.549
Arrest009_x264,Arrest009_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest009_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest009_x264.mp4,Arrest,Arrest,1,.mp4,10.358,True,30.0,1713,320,240,57.1,0.952
Arrest010_x264,Arrest010_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest010_x264.mp4,Arrest,Arrest,1,.mp4,18.975,True,30.0,2622,320,240,87.4,1.457
Arrest011_x264,Arrest011_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest011_x264.mp4,Arrest,Arrest,1,.mp4,14.888,True,30.0,2214,320,240,73.8,1.23
Arrest012_x264,Arrest012_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest012_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest012_x264.mp4,Arrest,Arrest,1,.mp4,128.211,True,30.0,16161,320,240,538.7,8.978
Arrest013_x264,Arrest013_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest013_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest013_x264.mp4,Arrest,Arrest,1,.mp4,5.759,True,30.0,1116,320,240,37.2,0.62
Arrest014_x264,Arrest014_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest014_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest014_x264.mp4,Arrest,Arrest,1,.mp4,12.747,True,30.0,1536,320,240,51.2,0.853
Arrest015_x264,Arrest015_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest015_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest015_x264.mp4,Arrest,Arrest,1,.mp4,5.877,True,30.0,976,320,240,32.533,0.542
Arrest016_x264,Arrest016_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest016_x264.mp4,Arrest,Arrest,1,.mp4,54.571,True,30.0,10586,320,240,352.867,5.881
Arrest017_x264,Arrest017_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest017_x264.mp4,Arrest,Arrest,1,.mp4,23.485,True,30.0,3432,320,240,114.4,1.907
Arrest018_x264,Arrest018_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest018_x264.mp4,Arrest,Arrest,1,.mp4,13.893,True,30.0,2434,320,240,81.133,1.352
Arrest019_x264,Arrest019_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest019_x264.mp4,Arrest,Arrest,1,.mp4,11.377,True,30.0,1394,320,240,46.467,0.774
Arrest020_x264,Arrest020_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest020_x264.mp4,Arrest,Arrest,1,.mp4,23.821,True,30.0,2942,320,240,98.067,1.634
Arrest021_x264,Arrest021_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest021_x264.mp4,Arrest,Arrest,1,.mp4,74.53,True,30.0,8734,320,240,291.133,4.852
Arrest022_x264,Arrest022_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest022_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest022_x264.mp4,Arrest,Arrest,1,.mp4,11.145,True,30.0,1595,320,240,53.167,0.886
Arrest023_x264,Arrest023_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest023_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest023_x264.mp4,Arrest,Arrest,1,.mp4,10.706,True,30.0,1807,320,240,60.233,1.004
Arrest024_x264,Arrest024_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest024_x264.mp4,Arrest,Arrest,1,.mp4,20.338,True,30.0,3629,320,240,120.967,2.016
Arrest025_x264,Arrest025_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest025_x264.mp4,Arrest,Arrest,1,.mp4,8.82,True,30.0,1057,320,240,35.233,0.587
Arrest026_x264,Arrest026_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest026_x264.mp4,Arrest,Arrest,1,.mp4,25.443,True,30.0,6486,320,240,216.2,3.603
Arrest027_x264,Arrest027_x264.mp4,data\raw\ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest027_x264.mp4,ucf-crime\Anomaly-Videos-Part-1\Anomaly-Videos-Part-1\Arrest\Arrest027_x264.mp4,Arrest,Arrest,1,.mp4,13.566,True,30.0,1708,320,240,56.933,0.949
