timestamp,gesture
2026-05-26T23:51:37.698502,four_fingers
2026-05-26T23:51:37.909118,open_hand
2026-05-26T23:51:38.764174,no_hand
2026-05-26T23:51:44.014060,unknown
2026-05-26T23:51:50.017237,two_fingers
2026-05-26T23:51:50.178365,four_fingers
2026-05-26T23:51:50.216494,pinch
2026-05-26T23:51:50.528832,unknown
2026-05-26T23:51:50.608775,pinch
2026-05-26T23:51:50.909220,open_hand
2026-05-26T23:51:51.012290,no_hand
2026-05-26T23:51:51.979915,pinch
2026-05-26T23:51:52.053464,unknown
2026-05-26T23:51:52.594528,pinch
2026-05-26T23:51:52.713995,unknown
2026-05-26T23:51:52.796255,pinch
2026-05-26T23:51:52.901651,unknown
2026-05-26T23:51:52.989852,pinch
2026-05-26T23:51:54.182271,no_hand
2026-05-26T23:52:05.867715,fist
2026-05-26T23:52:06.136657,no_hand
2026-05-26T23:52:06.283405,pinch
2026-05-26T23:52:06.351380,no_hand
2026-05-26T23:53:16.150178,unknown
2026-05-26T23:53:16.516239,no_hand
2026-05-26T23:53:18.410820,pinch
2026-05-26T23:53:20.269663,unknown
2026-05-26T23:53:21.258118,four_fingers
2026-05-26T23:53:26.918065,no_hand
2026-05-26T23:53:27.839476,four_fingers
2026-05-26T23:53:27.929754,unknown
2026-05-26T23:53:28.909720,pinch
2026-05-26T23:53:29.157324,unknown
2026-05-26T23:53:32.342032,four_fingers
2026-05-26T23:53:34.302791,no_hand
2026-05-26T23:53:38.149407,open_hand
2026-05-26T23:53:40.063787,four_fingers
2026-05-26T23:53:40.220856,no_hand
2026-05-26T23:53:53.984655,one_finger
2026-05-26T23:53:54.267215,unknown
2026-05-26T23:53:54.372123,one_finger
2026-05-26T23:53:54.768830,unknown
2026-05-26T23:53:55.327754,one_finger
2026-05-26T23:53:55.403319,unknown
2026-05-26T23:53:55.776280,pinch
2026-05-26T23:53:55.888419,unknown
2026-05-26T23:53:56.081257,pinch
2026-05-26T23:53:56.149854,no_hand
2026-05-26T23:53:56.475302,fist
2026-05-26T23:53:56.550500,one_finger
2026-05-26T23:53:57.006562,unknown
2026-05-26T23:53:57.575738,one_finger
2026-05-26T23:53:57.788601,fist
2026-05-26T23:53:57.955310,unknown
2026-05-26T23:53:58.131109,fist
2026-05-26T23:53:58.626334,no_hand
2026-05-26T23:54:11.217663,open_hand
2026-05-26T23:54:12.050805,four_fingers
2026-05-26T23:54:13.614435,no_hand
2026-05-27T10:12:35.956047,no_hand
2026-05-27T10:12:39.277666,pinch
2026-05-27T10:12:39.570699,four_fingers
2026-05-27T10:12:44.903487,no_hand
2026-05-27T10:12:45.005454,pinch
2026-05-27T10:12:45.290793,no_hand
2026-05-27T10:12:49.695208,unknown
2026-05-27T10:12:56.597443,pinch
2026-05-27T10:12:56.682938,unknown
2026-05-27T10:12:56.811280,no_hand
2026-05-27T10:12:57.730602,unknown
2026-05-27T10:13:00.266641,pinch
2026-05-27T10:13:00.381883,unknown
2026-05-27T10:13:00.552963,open_hand
2026-05-27T10:13:00.722144,unknown
2026-05-27T10:13:03.787387,pinch
2026-05-27T10:13:03.868152,unknown
2026-05-27T10:13:03.957049,fist
2026-05-27T10:13:04.248081,no_hand
2026-05-27T10:13:12.970565,unknown
2026-05-27T10:13:16.337459,pinch
2026-05-27T10:13:16.423591,no_hand
2026-05-27T10:13:18.912338,unknown
2026-05-27T10:13:20.120338,one_finger
2026-05-27T10:13:21.085350,unknown
2026-05-27T10:13:22.728388,one_finger
2026-05-27T10:13:23.169615,no_hand
2026-05-27T10:13:30.218369,pinch
2026-05-27T10:13:30.353666,four_fingers
2026-05-27T10:13:31.306817,no_hand
2026-05-27T10:13:31.621700,four_fingers
2026-05-27T10:13:31.805641,pinch
2026-05-27T10:13:32.119155,no_hand
2026-05-27T10:13:32.633296,unknown
2026-05-27T10:13:33.243535,no_hand
2026-05-27T12:07:34.392454,pinch
2026-05-27T12:07:38.217398,unknown
2026-05-27T12:07:42.355536,pinch
2026-05-27T12:07:42.393936,unknown
2026-05-27T12:07:42.470793,no_hand
2026-05-27T12:07:43.264361,four_fingers
2026-05-27T12:07:45.376818,no_hand
2026-05-27T12:07:50.286137,four_fingers
2026-05-27T12:07:57.938743,open_hand
2026-05-27T12:08:02.325504,pinch
2026-05-27T12:08:02.432920,no_hand
2026-05-27T12:08:22.573068,pinch
2026-05-27T12:08:22.766716,four_fingers
2026-05-27T12:08:24.193549,unknown
2026-05-27T12:08:24.269899,no_hand
2026-05-27T12:08:26.656821,unknown
2026-05-27T12:08:32.011743,open_hand
2026-05-27T12:08:37.211278,no_hand
2026-05-27T12:08:47.171559,two_fingers
2026-05-27T12:08:47.557671,unknown
2026-05-27T12:08:49.824595,no_hand
2026-05-27T12:08:52.453751,unknown
2026-05-27T12:08:52.970057,pinch
2026-05-27T12:08:55.679918,unknown
2026-05-27T12:09:03.822614,pinch
2026-05-27T12:09:04.847060,unknown
2026-05-27T12:09:04.891375,pinch
2026-05-27T12:09:04.934718,unknown
2026-05-27T12:09:04.984363,pinch
2026-05-27T12:09:05.257826,unknown
2026-05-27T12:09:05.394781,pinch
2026-05-27T12:09:05.577812,unknown
2026-05-27T12:09:05.667317,pinch
2026-05-27T12:09:05.711798,unknown
2026-05-27T12:09:05.755120,pinch
2026-05-27T12:09:05.800711,unknown
2026-05-27T12:09:05.847443,pinch
2026-05-27T12:09:05.938311,unknown
2026-05-27T12:09:06.025948,pinch
2026-05-27T12:09:06.071357,unknown
2026-05-27T12:09:06.811313,open_hand
2026-05-27T12:09:06.861962,unknown
2026-05-27T12:09:06.916378,pinch
2026-05-27T12:09:06.973878,unknown
2026-05-27T12:09:07.026233,pinch
2026-05-27T12:09:07.075691,unknown
2026-05-27T12:09:10.119955,no_hand
2026-05-27T12:09:13.374610,pinch
2026-05-27T12:09:13.440651,unknown
2026-05-27T12:09:13.514259,pinch
2026-05-27T12:09:13.580862,unknown
2026-05-27T12:09:18.000151,fist
2026-05-27T12:09:25.533413,unknown
2026-05-27T12:09:25.794070,pinch
2026-05-27T12:09:26.304037,fist
2026-05-27T12:09:26.357116,pinch
2026-05-27T12:09:26.408056,fist
2026-05-27T12:09:26.457345,pinch
2026-05-27T12:09:26.743278,fist
2026-05-27T12:09:26.789274,pinch
2026-05-27T12:09:27.226255,no_hand
2026-05-27T12:09:27.309791,pinch
2026-05-27T12:09:27.352305,fist
2026-05-27T12:09:27.392387,pinch
2026-05-27T12:09:28.475617,fist
2026-05-27T12:09:28.663068,pinch
2026-05-27T12:09:29.235950,fist
2026-05-27T12:09:29.271370,pinch
2026-05-27T12:09:29.787252,no_hand
2026-05-27T12:09:29.871649,pinch
2026-05-27T12:09:29.914564,fist
2026-05-27T12:09:30.035145,pinch
2026-05-27T12:09:30.075006,no_hand
2026-05-27T12:09:30.152558,unknown
2026-05-27T12:09:30.191104,pinch
2026-05-27T12:09:30.318302,unknown
2026-05-27T12:09:30.362432,pinch
2026-05-27T12:09:30.409210,unknown
2026-05-27T12:09:30.880755,pinch
2026-05-27T12:09:30.963509,unknown
2026-05-27T12:09:45.147947,no_hand
2026-05-27T12:09:52.099848,fist
2026-05-27T12:09:52.321574,unknown
2026-05-27T12:09:52.587482,pinch
2026-05-27T12:09:52.627421,unknown
2026-05-27T12:09:52.667892,pinch
2026-05-27T12:09:52.708793,unknown
2026-05-27T12:09:52.794947,pinch
2026-05-27T12:09:52.837402,unknown
2026-05-27T12:09:53.009898,pinch
2026-05-27T12:09:53.054515,unknown
2026-05-27T12:09:53.101464,pinch
2026-05-27T12:09:53.147594,unknown
2026-05-27T12:09:53.289025,one_finger
2026-05-27T12:09:54.299993,unknown
2026-05-27T12:10:04.263013,two_fingers
2026-05-27T12:10:04.546890,unknown
2026-05-27T12:10:06.752511,no_hand
2026-05-27T12:10:12.395254,pinch
2026-05-27T12:10:12.435378,unknown
2026-05-27T12:10:12.475406,pinch
2026-05-27T12:10:12.515523,unknown
2026-05-27T12:10:21.884128,pinch
2026-05-27T12:10:21.994544,unknown
2026-05-27T12:10:28.780976,pinch
2026-05-27T12:10:28.893905,fist
2026-05-27T12:10:29.103999,no_hand
2026-05-27T12:10:30.794458,unknown
2026-05-27T12:10:30.920950,one_finger
2026-05-27T12:10:30.960997,unknown
2026-05-27T12:10:46.549722,one_finger
2026-05-27T12:10:46.592830,unknown
2026-05-27T12:10:46.848660,one_finger
2026-05-27T12:10:46.891211,unknown
2026-05-27T12:10:51.727580,pinch
2026-05-27T12:10:51.810716,no_hand
2026-05-27T12:11:00.014043,open_hand
2026-05-27T12:11:02.273196,no_hand
2026-05-27T12:11:05.424292,open_hand
2026-05-27T12:11:07.010047,unknown
2026-05-27T12:11:07.062843,no_hand
2026-05-27T12:11:10.365291,four_fingers
2026-05-27T12:11:10.579579,open_hand
2026-05-27T12:11:11.731252,pinch
2026-05-27T12:11:11.830604,no_hand
2026-05-27T12:11:26.501590,open_hand
2026-05-27T12:11:28.309474,pinch
2026-05-27T12:11:28.541457,unknown
2026-05-27T12:11:28.651729,pinch
2026-05-27T12:11:28.805311,no_hand
2026-05-27T12:11:29.261148,pinch
2026-05-27T12:11:29.302810,unknown
2026-05-27T12:11:29.342737,open_hand
2026-05-27T12:11:31.246698,four_fingers
2026-05-27T12:11:37.902300,no_hand
2026-05-27T12:11:59.669760,pinch
2026-05-27T12:11:59.839141,unknown
2026-05-27T12:11:59.879055,pinch
2026-05-27T12:11:59.917495,unknown
2026-05-27T12:11:59.955347,fist
2026-05-27T12:12:04.632042,unknown
2026-05-27T12:12:04.675765,pinch
2026-05-27T12:12:05.091702,fist
2026-05-27T12:12:05.212066,unknown
2026-05-27T12:12:05.251375,four_fingers
2026-05-27T12:12:11.419512,unknown
2026-05-27T12:12:11.529768,pinch
2026-05-27T12:12:16.297260,three_fingers
2026-05-27T12:12:22.703402,two_fingers
2026-05-27T12:12:22.842438,pinch
2026-05-27T12:12:26.755721,fist
2026-05-27T12:12:28.211976,pinch
2026-05-27T12:12:28.335269,fist
2026-05-27T12:12:31.331155,two_fingers
2026-05-27T12:12:37.602505,one_finger
2026-05-27T12:12:37.711655,fist
2026-05-27T12:12:38.061581,pinch
2026-05-27T12:12:38.151973,fist
2026-05-27T12:12:38.524867,pinch
2026-05-27T12:12:38.610812,one_finger
2026-05-27T12:12:38.846134,pinch
2026-05-27T12:12:38.909547,one_finger
2026-05-27T12:12:39.109500,pinch
2026-05-27T12:12:39.167658,fist
2026-05-27T12:12:39.224242,pinch
2026-05-27T12:12:39.278740,one_finger
2026-05-27T12:12:39.931695,pinch
2026-05-27T12:12:39.991721,fist
2026-05-27T12:12:40.055998,one_finger
2026-05-27T12:12:40.122626,pinch
2026-05-27T12:12:40.341581,one_finger
2026-05-27T12:12:40.464589,pinch
2026-05-27T12:12:40.625902,one_finger
2026-05-27T12:12:40.720733,pinch
2026-05-27T12:12:40.812046,one_finger
2026-05-27T12:12:40.946505,fist
2026-05-27T12:12:41.030733,one_finger
2026-05-27T12:12:41.122012,pinch
2026-05-27T12:12:41.340304,one_finger
2026-05-27T12:12:41.411876,fist
2026-05-27T12:12:41.478503,pinch
2026-05-27T12:12:42.066023,one_finger
2026-05-27T12:12:42.235754,pinch
2026-05-27T12:12:42.309588,fist
2026-05-27T12:12:42.385038,one_finger
2026-05-27T12:12:42.469444,fist
2026-05-27T12:12:42.686471,pinch
2026-05-27T12:12:42.814758,fist
2026-05-27T12:12:42.976208,pinch
2026-05-27T12:12:43.150071,fist
2026-05-27T12:12:43.223001,pinch
2026-05-27T12:12:43.313779,fist
2026-05-27T12:12:43.407760,pinch
2026-05-27T12:12:43.585689,one_finger
2026-05-27T12:12:43.737431,fist
2026-05-27T12:12:43.820411,pinch
2026-05-27T12:12:43.888889,fist
2026-05-27T12:12:44.087832,pinch
2026-05-27T12:12:44.218499,fist
2026-05-27T12:12:44.788470,pinch
2026-05-27T12:12:44.899195,fist
2026-05-27T12:12:44.949599,pinch
2026-05-27T12:12:45.693555,one_finger
2026-05-27T12:12:52.323764,two_fingers
2026-05-27T12:12:57.224680,pinch
2026-05-27T12:12:57.450345,no_hand
2026-05-27T12:13:25.698028,unknown
2026-05-27T12:13:28.994402,pinch
2026-05-27T12:13:29.075818,unknown
2026-05-27T12:13:39.062684,pinch
2026-05-27T12:13:39.902447,no_hand
2026-05-27T12:13:39.990428,pinch
2026-05-27T12:13:40.028670,no_hand
2026-05-27T12:13:40.109564,pinch
2026-05-27T12:13:40.189834,no_hand
2026-05-27T12:13:40.354186,pinch
2026-05-27T12:13:40.433588,no_hand
2026-05-27T12:13:40.598874,pinch
2026-05-27T12:13:40.639147,no_hand
2026-05-27T12:13:40.797664,pinch
2026-05-27T12:13:40.877201,no_hand
2026-05-27T12:13:41.798654,pinch
2026-05-27T12:13:42.378135,no_hand
2026-05-27T12:13:42.451449,pinch
2026-05-27T12:13:42.825672,no_hand
2026-05-27T12:13:42.901654,pinch
2026-05-27T12:13:43.055446,no_hand
2026-05-27T12:13:43.131543,pinch
2026-05-27T12:13:43.437331,no_hand
2026-05-27T12:13:43.511894,pinch
2026-05-27T12:13:43.734969,no_hand
2026-05-27T12:13:43.808873,pinch
2026-05-27T12:13:44.111098,no_hand
2026-05-27T12:13:44.186497,pinch
2026-05-27T12:13:45.237776,no_hand
2026-05-27T12:13:45.312897,pinch
2026-05-27T12:14:22.022738,one_finger
2026-05-27T12:14:22.189593,pinch
2026-05-27T12:14:23.009132,no_hand
2026-05-27T12:14:23.129991,four_fingers
2026-05-27T12:14:32.577546,no_hand
2026-05-27T12:15:03.777676,unknown
2026-05-27T12:15:03.893642,no_hand
2026-05-27T12:16:34.606053,open_hand
2026-05-27T12:16:36.111550,unknown
2026-05-27T12:16:36.397001,pinch
2026-05-27T12:16:36.548496,no_hand
